,Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
2727,"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,American,1911.0,2010.0,Female,1995,Prints & Illustrated Books
2728,Bestiaire,Victor Brauner,Romanian,1903.0,1966.0,Male,1963,Architecture & Design
2729,Hell,Juliusz Studnicki,Polish,1906.0,1978.0,Male,1963,Drawings
2730,Mappemonde,Louise Bourgeois,American,1911.0,2010.0,Female,1948,Prints & Illustrated Books
2731,Solar Lounge Chair,Carlo Bartoli,Italian,1931.0,,Male,1967,Architecture & Design
2732,"Two plates (volume II, folio 55 verso) from FORMULATION: ARTICULATION",Josef Albers,American,1888.0,1976.0,Male,1900,Prints & Illustrated Books
2733,Coat Hangers,Roald Steen Hansen,Danish,1942.0,,Male,1974,Architecture & Design
2734,Untitled fromDream Hospital,Robert Therrien,American,1947.0,,Male,1995,Prints & Illustrated Books
2735,"II from Stacked Color Drawings, 1971",Richard Tuttle,American,1941.0,,Male,1975,Prints & Illustrated Books
2736,The Wedding,Louis Vivin,French,1861.0,1936.0,Male,1925,Painting & Sculpture
2737,Sand Pillar 1979-82,Roman Signer,Swiss,1938.0,,Male,1982,Media and Performance Art
2738,New York,Helen Levitt,American,1913.0,2009.0,Female,1940,Photography
2739,Flatso,Ken Price,American,1935.0,2012.0,Male,1999,Painting & Sculpture
2740,SAINT SULPICE. CHAPELLE DU SACRÉ COEUR,Eugène Atget,French,1857.0,1927.0,Male,1903,Photography
2741,"Brochure for 860/880 Lake Shore Drive Apartment Building, Chicago, Illinois",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
2742,New York,Ben Shahn,American,1898.0,1969.0,Male,1936,Photography
2743,In-text plate (folio 15) from VACILLATIONS,Pierre Alechinsky,Belgian,1927.0,,Male,1979,Prints & Illustrated Books
2744,Patriotic propaganda postcards with verse by Vladimir Mayakovsky,Kazimir Malevich,Russian,1878.0,1935.0,Male,1914,Prints & Illustrated Books
2745,"JANUARY (headpiece, page 19) from ALMANACH DES LETTRES ET DES ARTS",Raoul Dufy,French,1877.0,1953.0,Male,1917,Prints & Illustrated Books
2746,Headpiece (page 75) from FABLES,Thomas Bewick,British,1753.0,1828.0,Male,1818,Prints & Illustrated Books
2747,"Seville, Spain",Henri Cartier-Bresson,French,1908.0,2004.0,Male,1933,Photography
2748,Two from Folio,Terry Winters,American,1949.0,,Male,1900,Prints & Illustrated Books
2749,The Athlete,Max Weber,American,1881.0,1961.0,Male,1930,Drawings
2750,Untitled from Favorite Objects,Christian Boltanski,French,1944.0,,Male,1998,Prints & Illustrated Books
2751,Louise Bourgeois,Felix Harlan,Nationality Unknown,,,Male,2008,Prints & Illustrated Books
2752,United States travel poster,Unknown,Nationality Unknown,,,Gender Unknown,1900,Architecture & Design
2753,The Musician,Roger de La Fresnaye,French,1885.0,1925.0,Male,1921,Drawings
2754,HÔTEL LAVALETTE-FIEUBET. QUAI DES CÉLESTINS,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
2755,"Stanley Marcus House, project, Dallas, TX",Frank Lloyd Wright,American,1867.0,1959.0,Male,1935,Architecture & Design
2756,Wardrobe Malfunction (for Parkett no. 82),Rachel Harrison,American,1966.0,,Female,2008,Prints & Illustrated Books
2757,Immigrants,Francisco Dosamantes,Mexican,1911.0,1986.0,Male,1926,Prints & Illustrated Books
2758,The Night,Louise Bourgeois,American,1911.0,2010.0,Female,2001,Prints & Illustrated Books
2759,"Lines, Not Long, Not-Straight & Not Touching",Sol LeWitt,American,1928.0,2007.0,Male,1971,Prints & Illustrated Books
2760,Indianapolis,Lewis W. Hine,American,1874.0,1940.0,Male,1908,Photography
2761,"THE TEN O'CLOCK LION (plate, folio 10) from PINK JELLY",Kinji Akagawa,Japanese,1940.0,,Male,1900,Prints & Illustrated Books
2762,Twice Sold Object: The Black Factory Spring Water,William Pope.L,American,1955.0,,Male,2005,Prints & Illustrated Books
2763,Tailpiece (page 82) from POÈMES,Maurice Denis,French,1870.0,1943.0,Male,1900,Prints & Illustrated Books
2764,Alone,Max Weber,American,1881.0,1961.0,Male,1928,Prints & Illustrated Books
2765,Training for War,William H. Johnson,American,1901.0,1970.0,Male,1941,Prints & Illustrated Books
2766,Untitled,Claudio Perna,Venezuelan,1938.0,1997.0,Male,1900,Photography
2767,Bois de Boulogne,Eugène Atget,French,1857.0,1927.0,Male,1923,Photography
2768,Porte de Montreuil,Eugène Atget,French,1857.0,1927.0,Male,1912,Photography
2769,"Ruth, Easton, Pennsylvania",Judith Joy Ross,American,1946.0,,Female,1992,Photography
2770,Close,Roe Ethridge,American,1969.0,,Male,2011,Photography
2771,Ravensbrücke IX,Berndt Kerkin,German,1951.0,,Male,1987,Prints & Illustrated Books
2772,"THE FOX AND THE STORK (plate 9, 1st supplementary suite) from FABLES",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
2773,"The Apartment House, New York",Paul Strand,American,1890.0,1976.0,Male,1920,Photography
2774,The Jerusalem Plant #1 from Jerusalem Plant,Jim Dine,American,1935.0,,Male,1982,Prints & Illustrated Books
2775,"Two Boys Smoking in Central Park, New York City",Diane Arbus,American,1923.0,1971.0,Female,1963,Photography
2776,"Nakoma Sculpture Basin Project, Madison, Wisconsin",Frank Lloyd Wright,American,1867.0,1959.0,Male,1924,Architecture & Design
2777,Ed Henderson Suggests Sound Tracks for Photographs,John Baldessari,American,1931.0,,Male,1974,Media and Performance Art
2778,"Untitled from Folder, Vol. I, No. I",Grace Hartigan,American,1922.0,2008.0,Female,1953,Prints & Illustrated Books
2779,Un Cyclope,Jean-Luc Verna,French,1966.0,,Male,2003,Drawings
2780,"Verrières, coin pittoresque",Eugène Atget,French,1857.0,1927.0,Male,1922,Photography
2781,Train,Yasuo Kuniyoshi,American,1889.0,1953.0,Male,1930,Prints & Illustrated Books
2782,Untitled,Richard Deacon,British,1949.0,,Male,1990,Drawings
2783,Temple of Maharakka,Maxime Du Camp,French,1822.0,1894.0,Male,1850,Photography
2784,"Deer (Rehzwillinge) (tailpiece, page 2) from the periodical Münchner Blätter für Dichtung und Graphik, vol. 1, no. 1 (January 1919)",Richard Seewald,German,1889.0,1976.0,Male,1919,Prints & Illustrated Books
2785,Reclining Chair without Arms (Elevation sketch),Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
2786,In-text plate (page 267) from DAPHNIS ET CHLOÉ,Pierre Bonnard,French,1867.0,1947.0,Male,1902,Prints & Illustrated Books
2787,"Fireman's Memorial. Spring Valley, New York",Lee Friedlander,American,1934.0,,Male,1974,Photography
2788,February (février) from The Erotic Diary of a Lumberjack (Le journal érotique d'un bûcheron),Barthelemy Toguo,Cameroonian,1967.0,,Male,2009,Prints & Illustrated Books
2789,Yellow Circle,László Moholy-Nagy,American,1895.0,1946.0,Male,1921,Painting & Sculpture
2790,Picasso from Homage to Picasso (Hommage à Picasso),Ernest  Trova,American,1927.0,2009.0,Male,1975,Prints & Illustrated Books
2791,Surface with Vibrating Texture,Getulio Alviani,Italian,1939.0,,Male,1964,Painting & Sculpture
2792,Untitled,Patrick Caulfield,British,1936.0,2005.0,Male,1973,Prints & Illustrated Books
2793,Female Saint and Thistle (La Sainte et chardon),Odilon Redon,French,1840.0,1916.0,Male,1891,Prints & Illustrated Books
2794,14th Street Series Number 9,Mark Lancaster,British,1938.0,,Male,1972,Painting & Sculpture
2795,Cover from Der Kopf (The Head),Ernst Barlach,German,1870.0,1938.0,Male,1919,Prints & Illustrated Books
2796,Plate VI (folio 9) from FROM JEWISH POEMS,Maurice Grosman,American,1900.0,1976.0,Male,1900,Prints & Illustrated Books
2797,Untitled from Favorite Objects,Christian Boltanski,French,1944.0,,Male,1998,Prints & Illustrated Books
2798,Russian Dolls (Les poupées russes),Cédric Klapisch,French,1961.0,,Male,2005,Film
2799,HÉROÏDES,André Derain,French,1880.0,1954.0,Male,1938,Prints & Illustrated Books
2800,Nymphéa,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
2801,PARK WITH FIGURES,Harold Altman,American,1924.0,2003.0,Male,1960,Prints & Illustrated Books
2802,Headpiece (page 81) from L'APPEL DU CLOWN,André Dunoyer de Segonzac,French,1884.0,1974.0,Male,1930,Prints & Illustrated Books
2803,Nochmal Petra from Courage to Print (Mut zum Druck),Martin Kippenberger,German,1953.0,1997.0,Male,1990,Prints & Illustrated Books
2804,Torso,Bernard Reder,American,1897.0,1963.0,Male,1938,Painting & Sculpture
2805,Untitled #36,José Antonio Suárez Londoño,Colombian,1955.0,,Male,1988,Prints & Illustrated Books
2806,"Postcards for Paperweights, Postcards, Pictures, Cannibalism, Centre d'Art Contemporain, Geneva, January 20–February 27, 1994",Louise Lawler,American,1947.0,,Female,1994,Prints & Illustrated Books
2807,Untitled,Louise Bourgeois,American,1911.0,2010.0,Female,2002,Prints & Illustrated Books
2808,Rythmes-Couleurs,Sonia Delaunay-Terk,French,1885.0,1979.0,Female,1966,Prints & Illustrated Books
2809,Tails,Sebastian Black,American,1985.0,,Male,2016,Prints & Illustrated Books
2810,"Statue of Philip V, Palermo",Gabriel de Rumine,Swiss,1841.0,1871.0,Male,1859,Photography
2811,Animation cell for Gulliver's Travels,Disney Studios,American,,,Gender Unknown,1939,Drawings
2812,The Ranchman,Rudolf Eickemeyer Jr.,American,,,Male,1901,Photography
2813,"Flea (plate, folio 20) from A Little Book of Natural History",Leonard Baskin,American,1922.0,2000.0,Male,1951,Prints & Illustrated Books
2814,Study for the dance The Matter,David Gordon,American,1936.0,,Male,1900,Drawings
2815,CARDINAL DE BOUALD,Pierre Petit,French,1832.0,1909.0,Male,1900,Photography
2816,NINE STRETCHES from THE ELASTIC MEMBRANE,Michael Kidner,British,1917.0,,Male,1979,Prints & Illustrated Books
2817,"Libertad de Cultos, Libertad de Palabra, Libres de Miseria, Libres de Timor",Herbert Bayer,American,1900.0,1985.0,Male,1942,Architecture & Design
2818,"Casa Mara, Caracas, Venezuela",Jorge Castillo,Venezuelan,1933.0,,Male,1972,Architecture & Design
2819,"MALINCHE, plate 25 (folio 58) from PICTURE BOOK",Jean Charlot,American,1898.0,1979.0,Male,1933,Prints & Illustrated Books
2820,The Harvesters,Pavel Tchelitchew,American,1898.0,1957.0,Male,1928,Drawings
2821,Plate (page 48) from LLULL,Antoni Tàpies,Spanish,1923.0,2012.0,Male,1985,Prints & Illustrated Books
2822,Untitled,Donald Judd,American,1928.0,1994.0,Male,1971,Drawings
2823,Untitled,Joel Shapiro,American,1941.0,,Male,1900,Painting & Sculpture
2824,Untitled from The Stars,Vija Celmins,American,1938.0,,Female,2005,Prints & Illustrated Books
2825,SPACE AND FIGURES,Bernhard Heiliger,German,1915.0,1995.0,Male,1960,Prints & Illustrated Books
2826,"Lounge Chair with and without Arms (Elevation sketches, frame details; elevation sketches)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1931,Architecture & Design
2827,Study of a Nude,Balthus (Baltusz Klossowski de Rola),French,1908.0,2001.0,Male,1964,Drawings
2828,Untitled from The Tower of Terror Studies,Cady Noland,American,1956.0,,Female,1994,Drawings
2829,Figure 7 from Black Numeral Series,Jasper Johns,American,1930.0,,Male,1968,Prints & Illustrated Books
2830,In-text plate (page 16) from PANTAGRUEL,André Derain,French,1880.0,1954.0,Male,1943,Prints & Illustrated Books
2831,The Happy Lovers,Richard W. Ireland,American,1925.0,,Male,1953,Prints & Illustrated Books
2832,"Town Center, Avesta, Sweden",Alvar Aalto,Finnish,1898.0,1976.0,Male,1944,Architecture & Design
2833,Untitled from Gloria,Alex Katz,American,1927.0,,Male,2005,Prints & Illustrated Books
2834,WINTER IN HOLLAND,Alfred Manessier,French,1911.0,1993.0,Male,1956,Prints & Illustrated Books
2835,"Portrait of André Breton, Three-Quarters View (Portrait d'André Breton de trois quarts)",Pablo Picasso,Spanish,1881.0,1973.0,Male,1923,Prints & Illustrated Books
2836,ŒSerie: 1 Man=1 Man (Perpetual Obsession),Thomas Hirschhorn,Swiss,1957.0,,Male,2001,Drawings
2837,The Story of my Life and Friends as Told by Snapshots from Fourteen On,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
2838,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1850,Photography
2839,Plate (page 31) from PASIPHAË,John Buckland-Wright,British,1897.0,1954.0,Male,1950,Prints & Illustrated Books
2840,Women's Equality from Kent Bicentennial Portfolio: Spirit of Independence,Marisol (Marisol Escobar),Venezuelan,1930.0,2016.0,Female,1975,Prints & Illustrated Books
2841,Crazy Heart,Scott Cooper,American,1970.0,,Male,2009,Film
2842,"JEREMIAH'S SUFFERING, plate 103 (volume II, folio 97) from the BIBLE",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
2843,Cubist Nude,Alexandra Exter,Russian,1882.0,1949.0,Female,1912,Painting & Sculpture
2844,Building (Immeuble) from the portfolio Fables (Fables),Jean Dubuffet,French,1901.0,1985.0,Male,1976,Prints & Illustrated Books
2845,56. Eidgenössisches Turnfest in Basel,Eduard Renggli,Swiss,1882.0,1939.0,Male,1912,Architecture & Design
2846,Lounge Chair without Arms (Elevation),Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
2847,The Messenger,Oren Moverman,American,1966.0,,Male,2009,Film
2848,Etchings from Ecclesiastes,William Majors,American,1930.0,1982.0,Male,1965,Prints & Illustrated Books
2849,"Kindergarten for Avery Coonley, project, Riverside, IL",Frank Lloyd Wright,American,1867.0,1959.0,Male,1911,Architecture & Design
2850,In-text plate (page 43) from LES IDYLLES,Henri Laurens,French,1885.0,1954.0,Male,1945,Prints & Illustrated Books
2851,"South Lake Apartments 4, Chicago",Thomas Struth,German,1954.0,,Male,1990,Photography
2852,Ancien Couvent ees Religieuses de Panthémont. rue de Grenelle 104,Eugène Atget,French,1857.0,1927.0,Male,1901,Photography
2853,Japanese Print Exhibition - details TBD,Frank Lloyd Wright,American,1867.0,1959.0,Male,1908,Architecture & Design
2854,Shrine from the series Graphic Tectonic,Josef Albers,American,1888.0,1976.0,Male,1942,Prints & Illustrated Books
2855,"New National Gallery, Berlin, Germany (Floor plan of exhibition hall)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1967,Architecture & Design
2856,Moving to 8th Street,Peggy Bacon,American,1895.0,1987.0,Female,1920,Prints & Illustrated Books
2857,The Paris Review,Nicholas Krushenick,American,1929.0,1999.0,Male,1900,Architecture & Design
2858,"9 August 2001--7 June 2004 The Museum of Modern Art, New York",Michael Wesely,German,1963.0,,Male,1900,Photography
2859,Time of My Life. 2,Yoshitomo Nara,Japanese,1959.0,,Male,1900,Drawings
2860,Straznice,Josef Koudelka,Czech,1938.0,,Male,1965,Photography
2861,Satin Operator (4) from Satin Operator,Trisha Donnelly,American,1974.0,,Female,2007,Prints & Illustrated Books
2862,Other Christs,Raymond Pettibon,American,1957.0,,Male,1982,Prints & Illustrated Books
2863,Minox VEF Riga Camera,Walter Zapp,Latvian,1905.0,2003.0,Male,1936,Architecture & Design
2864,"Vanves, rue du Chariot",Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
2865,"Album cover for the Grateful Dead, Aoxomoxoa",Rick Griffin,American,1944.0,1991.0,Male,1969,Architecture & Design
2866,Silver Loop-Handled Dish,Charles Robert Ashbee,British,1863.0,1942.0,Male,1901,Architecture & Design
2867,Socrates and His Disciples Mocked by Courtesans,Jules Pascin,American,1885.0,1930.0,Male,1921,Drawings
2868,Plate VIII (folio 18) from LICHTANMERKUNGEN IN ACHT AUGENBLICKEN/ANNOTAZIONI DI LUCE IN OTTO MOMENTI/ANNOTATIONS OF LIGHT IN EIGHT MOMENTS,Roberto Ciaccio,Italian,1951.0,,Male,1900,Prints & Illustrated Books
2869,Untitled (Pearls),Sergej Jensen,Danish,1973.0,,Male,2008,Painting & Sculpture
2870,Martin Flatow stationery calling card,Erich Comeriner,German,1907.0,1978.0,Male,1920,Architecture & Design
2871,Leaf Children (Study for Hide-and-Seek),Pavel Tchelitchew,American,1898.0,1957.0,Male,1939,Drawings
2872,Jewelry Fluxkit,Alice Hutchins,American,1916.0,2009.0,Female,1980,Prints & Illustrated Books
2873,"FIGURE ON FOOT (plate, folio 21 verso) from CERCEAUX 'SORCELLENT",Jean Dubuffet,French,1901.0,1985.0,Male,1967,Prints & Illustrated Books
2874,2nd Element Black for VENTRILOQUIST,Jasper Johns,American,1930.0,,Male,1986,Prints & Illustrated Books
2875,Untitled,Gego (Gertrud Goldschmidt),Venezuelan,1912.0,1994.0,Female,1966,Prints & Illustrated Books
2876,Chatsworth,Francis Frith,British,1822.0,1898.0,Male,1860,Photography
2877,Double page plate (folios 8 verso and 9) from DREAM WORK,Bruce McLean,British,1944.0,,Male,1900,Prints & Illustrated Books
2878,"Sketchbook: El Golea, II",Jean Dubuffet,French,1901.0,1985.0,Male,1948,Drawings
2879,Randomness is Perhaps Indefinable,William Leavitt,American,1941.0,,Male,1985,Prints & Illustrated Books
2880,A Promising Tomorrow,Nicola López,American,1975.0,,Female,2004,Prints & Illustrated Books
2881,"POMOGRANATES OF POROS, plate 5 (folio 16) from AN AEGEAN NOTE-BOOK",Roloff Beny,Canadian,1924.0,1984.0,Male,1900,Prints & Illustrated Books
2882,Two Figures,Max Weber,American,1881.0,1961.0,Male,1900,Prints & Illustrated Books
2883,German Airship Batallion,Underwood and Underwood,American,1880.0,1934.0,Gender Unknown,1900,Photography
2884,Crouching Nude,Max Weber,American,1881.0,1961.0,Male,1900,Prints & Illustrated Books
2885,Independence/Nakba,Fazal Sheikh,American,1965.0,,Male,2013,Photography
2886,Untitled from Marilyn Monroe,Andy Warhol,American,1928.0,1987.0,Male,1967,Prints & Illustrated Books
