,Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
8784,Maurice,David Hockney,British,1937.0,,Male,1998,Prints & Illustrated Books
8785,"Scene 34 (plate, folio 105) from THE DREAM OF ABU-SAID and WIND",Ilya Kabakov,American,1933.0,,Male,1900,Prints & Illustrated Books
8786,Crush,John McKay,Scottish,1965.0,,Male,2001,Film
8787,Work 60 D,Nankoku Hidai,Japanese,1912.0,1999.0,Male,1960,Drawings
8788,The Accordion Player #1,Donald Baechler,American,1956.0,,Male,1995,Prints & Illustrated Books
8789,Angel (Anghel) from Lexica (Lexika),Grisha Bruskin,Russian,1945.0,,Male,1992,Prints & Illustrated Books
8790,Room-Divider Fabric Sample,Anni Albers,American,1899.0,1994.0,Female,1949,Architecture & Design
8791,The Serpent (La Serpiente),Demetrio Urruchúa,Argentine,1902.0,1978.0,Male,1942,Prints & Illustrated Books
8792,Eleanor,Harry Callahan,American,1912.0,1999.0,Male,1953,Photography
8793,"From the PTA, the High School, and the City of Del Mar",Martha Rosler,American,1943.0,,Female,1977,Media and Performance Art
8794,Untitled (white lines),Lauretta Vinciarelli,Italian,1943.0,2012.0,Female,1973,Architecture & Design
8795,Earth Ritual from Homage to Picasso (Hommage à Picasso),Joe Tilson,British,1928.0,,Male,1973,Prints & Illustrated Books
8796,"Crous and Berga Apartment, Südende, Berlin, Germany, Linen and shoe chest. Elevations and sections",Lilly Reich,German,1885.0,1947.0,Female,1938,Architecture & Design
8797,THE STATELY PLATFORMS OF CULTURE,Johannes Gachnang,Swiss,1939.0,2005.0,Male,1970,Prints & Illustrated Books
8798,Plate (page 91) from LES CONQUÉRANTS,André Masson,French,1896.0,1987.0,Male,1900,Prints & Illustrated Books
8799,Push Pins,Edwin Moore,American,1878.0,1916.0,Male,1900,Architecture & Design
8800,Headpiece and pictorial initial V (page 154) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON,Raoul Dufy,French,1877.0,1953.0,Male,1900,Prints & Illustrated Books
8801,FOUR MALE TORSOS FACING FRONT,Jon T. O'Neal,American,1957.0,,Male,1986,Photography
8802,An Afternoon in Astoria,Rudy Burckhardt,American,1914.0,1999.0,Male,1940,Photography
8803,"Court House Project, Plan",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1935,Architecture & Design
8804,"Plate 7 (in-text plate, folio 10) from Yvette Guilbert",Henri de Toulouse-Lautrec,French,1864.0,1901.0,Male,1894,Prints & Illustrated Books
8805,"THE SUNSHINE THROUGH THE PINES, plate VII (folio 11) from CARNET DE CROQUIS",André Masson,French,1896.0,1987.0,Male,1900,Prints & Illustrated Books
8806,"Untitled (Landschaft, abstrakt)",Markus Lüpertz,German,1941.0,,Male,1997,Drawings
8807,Plate (page 84) from THE PASTORAL LOVES OF DAPHNIS AND CHLOE,Ruth Reeves,American,1892.0,1966.0,Female,1934,Prints & Illustrated Books
8808,To Mom on Mother's Day,Monte Cazazza,American,,,Male,1979,Prints & Illustrated Books
8809,"Duplicate of plate from page 43 (supplementary suite, plate 7) from LE COEUR À GAZ",Sonia Delaunay-Terk,French,1885.0,1979.0,Female,1900,Prints & Illustrated Books
8810,Plate (folio 23) from MADRIGAUX,Raoul Dufy,French,1877.0,1953.0,Male,1920,Prints & Illustrated Books
8811,Bi Tu from New Classic of Mountains and Seas,Qiu Anxiong,Chinese,1972.0,,Male,2008,Prints & Illustrated Books
8812,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
8813,"Lounge Chair without Arms (One perspective sketch, one elevation sketch)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1934,Architecture & Design
8814,Donated Object: Voice Paper Handout,William Pope.L,American,1955.0,,Male,2004,Prints & Illustrated Books
8815,NON VOULOIR,Joan Miró,Spanish,1893.0,1983.0,Male,1940,Prints & Illustrated Books
8816,SHED from the series HOME BILLBOARDS,Les Levine,American,1935.0,,Male,1984,Prints & Illustrated Books
8817,13 Views RED from Gardens of Pleasure,Jorinde Voigt,German,1977.0,,Female,2011,Prints & Illustrated Books
8818,"Proof of 6th color for Plate 11 (supplementary suite, plate 138) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
8819,"Four Heads, Types of the Labouring Class",John Thomson,British,1837.0,1921.0,Male,1873,Photography
8820,"1,000 Year Old Eggs (B), New York",Irving Penn,American,1917.0,2009.0,Male,2003,Photography
8821,Prototype forPaper Fluxwork,Willem de Ridder,Dutch,1939.0,,Male,1965,Fluxus Collection
8822,Varlin,Henri Cartier-Bresson,French,1908.0,2004.0,Male,1967,Photography
8823,Come on the Telephone,E. McKnight Kauffer,American,1890.0,1954.0,Male,1934,Architecture & Design
8824,7,Lawrence Weiner,American,1942.0,,Male,1972,Prints & Illustrated Books
8825,Formen in Stahl,Fritz Kühn,German,1910.0,1967.0,Male,1964,Architecture & Design
8826,"Untitled, no. 5 of 12, from the portfolio, Anatomy",Louise Bourgeois,American,1911.0,2010.0,Female,1900,Prints & Illustrated Books
8827,The Actress,George Cukor,American,1899.0,1983.0,Male,1953,Film
8828,"First state of CHLOE GIVES A KISS TO DAPHNIS IN PREFERENCE TO DORCON (supplementary suite, plate 10) from DAPHNIS AND CHLOE",Aristide Maillol,French,1861.0,1944.0,Male,1937,Prints & Illustrated Books
8829,Sonia Delaunay,A. G. Fronzoni,Italian,1923.0,2002.0,Male,1968,Architecture & Design
8830,Headpiece (page 87) from LES FABLES,André Collot,French,1897.0,1976.0,Male,1941,Prints & Illustrated Books
8831,"Plate 7 of 9, from the illustrated book, He Disappeared into Complete Silence",Louise Bourgeois,American,1911.0,2010.0,Female,1900,Prints & Illustrated Books
8832,"Solomon R. Guggenheim Museum, New York, New York",Frank Lloyd Wright,American,1867.0,1959.0,Male,1900,Architecture & Design
8833,Penis Family Vacation,John Lurie,American,1952.0,,Male,2003,Drawings
8834,Bowl,Vera Lisková,Czech,1924.0,1979.0,Female,1947,Architecture & Design
8835,In-text plate (page 59) from LE VOYAGE D'URIEN,Maurice Denis,French,1870.0,1943.0,Male,1893,Prints & Illustrated Books
8836,Page 44 from CATALOGUE OF PRINTS,Jean Charlot,American,1898.0,1979.0,Male,1900,Prints & Illustrated Books
8837,Untitled,Yves Tanguy,American,1900.0,1955.0,Male,1942,Drawings
8838,"C-164 from the series Circulation: Date, Place, Events",Takuma Nakahira,Japanese,1938.0,,Male,1971,Photography
8839,"Duplicate of plate facing page 196 (supplementary suite, plate 65) from LA BELLE ENFANT",Raoul Dufy,French,1877.0,1953.0,Male,1930,Prints & Illustrated Books
8840,Untitled,Victor Vasarely,French,1908.0,1997.0,Male,1959,Prints & Illustrated Books
8841,Children on the Shore (Kinder am Ufer),Erich Heckel,German,1883.0,1970.0,Male,1912,Prints & Illustrated Books
8842,Tilleuls (Trianon),Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
8843,THE  RIVER OI,Susumu Higuchi,Japanese,,,Male,1900,Photography
8844,Duplicate of plate facing page 32 (supplementary plate inserted before page 33) from DINGO,Pierre Bonnard,French,1867.0,1947.0,Male,1924,Prints & Illustrated Books
8845,Fuji Film,Yusaku Kamekura,Japanese,1915.0,1997.0,Male,1950,Architecture & Design
8846,"Special Show of Roses, Regent's Park, Queen Mary's Garden (Poster for London Transport)",Dora M. Batty,British,1900.0,1966.0,Female,1935,Architecture & Design
8847,Study for Hooked Rug from Connections,Anni Albers,American,1899.0,1994.0,Female,1983,Prints & Illustrated Books
8848,Study for The Policeman,George Condo,American,1957.0,,Male,2003,Drawings
8849,Solander box front from PHYSIOLOGUS THEOBALDI EPISCOPI DE NATURIS DUODECIM ANIMALIUM,Rudy Pozzatti,American,1925.0,,Male,1964,Prints & Illustrated Books
8850,Emmanuel Feuermann,Adrian Siegel,American,,,Male,1942,Photography
8851,Antiquaries Prefer Shell - You can be Sure of Shell,Clifford and Rosemary Ellis,British,,,Gender Unknown,1934,Architecture & Design
8852,"IIT Library and Administration Building, Chicago, Illinois, Perspective for southeast corner",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
8853,Pressure,Robert Longo,American,1953.0,,Male,1900,Painting & Sculpture
8854,Transformer from The Hundred Videos,Steve Reinke,Canadian,1963.0,,Male,1995,Media and Performance Art
8855,Five by Four,Běla Kolářová,Czech,1923.0,2010.0,Female,1967,Painting & Sculpture
8856,"Ni znakhar', ni bog, ni angely boga - krest'ianstvu ne podmoga",Vladimir Mayakovsky,Russian,1893.0,1930.0,Male,1923,Prints & Illustrated Books
8857,Untitled,Michael Steiner,American,1942.0,,Male,1967,Drawings
8858,Epoque Magazine,Fritz Glarner,American,1899.0,1972.0,Male,1900,Architecture & Design
8859,"Duplicate of plate from folio 101 (supplementary suite, plate 92) from LA VILLE",Frans Masereel,Belgian,1889.0,1972.0,Male,1925,Prints & Illustrated Books
8860,The History of the World,Jeremy Deller,British,1966.0,,Male,1998,Prints & Illustrated Books
8861,Flux Tattoos,Various Artists,Nationality Unknown,,,Gender Unknown,1967,Prints & Illustrated Books
8862,"International Space Station Habitation Module, NASA, project, Community dish study for the ""Osmatic Membrane"" (OM) Scheme, Isometric",Michael Kalil,American,1943.0,1991.0,Male,1900,Architecture & Design
8863,Chess,Juliusz Studnicki,Polish,1906.0,1978.0,Male,1963,Drawings
8864,Untitled,Joseph Beuys,German,1921.0,1986.0,Male,1977,Prints & Illustrated Books
8865,Untitled from Black Shunga,Chris Ofili,British,1968.0,,Male,1900,Prints & Illustrated Books
8866,HÔTEL GOUFFIER. 56 RUE DE VARENNE,Eugène Atget,French,1857.0,1927.0,Male,1902,Photography
8867,Standing Group,Kenneth Armitage,British,1916.0,2002.0,Male,1952,Prints & Illustrated Books
8868,"Plate (folio 9) from Six Geometric Figures and All Their Combinations, Volume I",Sol LeWitt,American,1928.0,2007.0,Male,1980,Prints & Illustrated Books
8869,"Dewdney Ave., Regina, Saskatchewan, August 17, 1974",Stephen Shore,American,1947.0,,Male,1974,Photography
8870,"Versailles, parc, Le Printemps par Magnier",Eugène Atget,French,1857.0,1927.0,Male,1901,Photography
8871,"The Flute, plate II from the series Six Musical Instruments",Félix Vallotton,French,1865.0,1925.0,Male,1896,Prints & Illustrated Books
8872,"Steamer (large, dark) (Dampfer [gr. dkl.])",Emil Nolde,German,1867.0,1956.0,Male,1910,Prints & Illustrated Books
8873,"Pastoral (tailpiece, page 12) from Poems",Nell Blaine,American,1922.0,1996.0,Female,1953,Prints & Illustrated Books
8874,Tailpiece (page 208) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON,Raoul Dufy,French,1877.0,1953.0,Male,1900,Prints & Illustrated Books
8875,Fire Symbol,Herbert Bayer,American,1900.0,1985.0,Male,1959,Drawings
8876,Water Structures,Jan Dibbets,Dutch,1941.0,,Male,1973,Photography
8877,Bowl of Grapes,Yozo Hamaguchi,Japanese,1909.0,2000.0,Male,1956,Prints & Illustrated Books
8878,Three Graphic Designers Exhibition - Cash,Koji Iwagami,Japanese,1951.0,,Male,1982,Architecture & Design
8879,Objects Arranged According to the Law of Chance,Jean (Hans) Arp,French,1886.0,1966.0,Male,1930,Painting & Sculpture
8880,Waffel Fabric,Gunta Stölzl,Swiss,1897.0,1983.0,Female,1900,Architecture & Design
8881,"City Hall Offices, Lubumbashi, DR Congo",Guy Tillim,South African,1962.0,,Male,2007,Photography
8882,"Wendingen, no. 2",Various Artists,Nationality Unknown,,,Gender Unknown,1930,Architecture & Design
8883,Creamer,Peter Behrens,German,1868.0,1940.0,Male,1901,Architecture & Design
8884,Still Life,Preston Dickinson,American,1889.0,1930.0,Male,1926,Drawings
8885,"Sculpture Vivante (Living Sculpture), Festival of Misfits, Gallery One, London, October 23- November 8, 1962",Ben Vautier,French,1935.0,,Male,1962,Prints & Illustrated Books
8886,"DAPHNIS PLAYING HIS HARMONICA FOR CHLOE (in-text plate, page 22) from DAPHNIS AND CHLOE",Aristide Maillol,French,1861.0,1944.0,Male,1937,Prints & Illustrated Books
8887,Inner Man,Mako Idemitsu,Japanese,1940.0,,Female,1972,Media and Performance Art
8888,Jockey,August Sander,German,1876.0,1964.0,Male,1930,Photography
8889,Pumpkins,Inagaki Tomoo,Japanese,1902.0,1980.0,Male,1955,Prints & Illustrated Books
8890,The Parisian,Max Ernst,French,1891.0,1976.0,Male,1950,Painting & Sculpture
8891,John Chamberlain Working,George Segal,American,1924.0,2000.0,Male,1900,Painting & Sculpture
8892,"Sketchbook: El Golea, II",Jean Dubuffet,French,1901.0,1985.0,Male,1948,Drawings
8893,mono 10+1 Kitchen Tool Set,Peter Raacke,German,1928.0,,Male,1965,Architecture & Design
8894,"a: Er glaubt Es erst Wenn Er Es sieht, b: Sie sagt: Heil Satan du Wichser, c: He Thinks: Money Is the Root of All Evil",Lothar Hempel,German,1966.0,,Male,2003,Drawings
8895,Il Sogno e la promessa (The Dream and The Promise),Aleksandra Mir,American,1967.0,,Female,2010,Prints & Illustrated Books
8896,Headpiece (page 62) from FLORILÈGE DES AMOURS,Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
8897,Untitled,Mira Schendel,Brazilian,1919.0,1988.0,Female,1964,Drawings
8898,"Catalytic text: “and alone, we live. together.”",Ben Kinmont,American,1963.0,,Male,1996,Prints & Illustrated Books
8899,Fly the Tube,Brian J. Watson,British,1949.0,,Male,1977,Architecture & Design
8900,Untitled from the portfolio GRAPHIK USA,Allan D'Arcangelo,American,1930.0,1998.0,Male,1968,Prints & Illustrated Books
8901,Architecture Panoramas,Jan Dibbets,Dutch,1941.0,,Male,1971,Photography
8902,"Air Orient, Poste Aérienne",A. M. Cassandre,French,1901.0,1968.0,Male,1932,Architecture & Design
8903,"Riot during the Hunger Strike, bottom of Williams Street, Derry",Gilles Peress,French,1946.0,,Male,1981,Photography
8904,"Untitled, plate 4 of 8, from the illustrated book, the puritan",Louise Bourgeois,American,1911.0,2010.0,Female,1990,Prints & Illustrated Books
8905,Untitled from the series Our Lives and Our Children: Photographs Taken near the Rocky Flats Nuclear Weapons Plant,Robert Adams,American,1937.0,,Male,1900,Photography
8906,Untitled,Unknown,Nationality Unknown,,,Gender Unknown,1900,Photography
8907,Untitled,Cathy Wilkes,Irish,1966.0,,Female,2012,Painting & Sculpture
8908,"TESTAMENT EXPLAINED BY AESOP (plate 27, 2nd supplementary suite) from FABLES",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
8909,Untitled from American Abstract Artists,Albert Swinden,Nationality Unknown,1901.0,1961.0,Male,1937,Prints & Illustrated Books
8910,Serenade,Rudy Pozzatti,American,1925.0,,Male,1950,Prints & Illustrated Books
8911,Number 30 or The Hole,Antoni Tàpies,Spanish,1923.0,2012.0,Male,1964,Prints & Illustrated Books
8912,(Zig-zag staircase),Luke Swank,American,1890.0,1944.0,Male,1900,Photography
8913,Untitled,Bernardo Ortiz Campo,Colombian,1972.0,,Male,2008,Drawings
8914,"Seated Nude, Back Turned",André Derain,French,1880.0,1954.0,Male,1927,Prints & Illustrated Books
8915,Chapter title (page 87) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,1887.0,1965.0,Male,1900,Prints & Illustrated Books
8916,Champions of Moscow. (Chempiony Moskvy),Aleksandr Rodchenko,Russian,1891.0,1956.0,Male,1937,Photography
8917,Plate (folio 30) from ZAVJET ZA EPETION,Edo Murtic,Yugoslav,1921.0,2005.0,Male,1984,Prints & Illustrated Books
8918,Bedtime,Elizabeth Murray,American,1940.0,2007.0,Female,1996,Prints & Illustrated Books
8919,RAHSAAN ROLAND KIRK,W. Eugene Smith,American,1918.0,1978.0,Male,1966,Photography
8920,No More Play,Alberto Giacometti,Swiss,1901.0,1966.0,Male,1933,Painting & Sculpture
8921,The Boulting Brothers,Bill Brandt,British,1904.0,1983.0,Male,1949,Photography
8922,Independence/Nakba,Fazal Sheikh,American,1965.0,,Male,2013,Photography
8923,"Washington, D.C.",Lee Friedlander,American,1934.0,,Male,1962,Photography
8924,Evening in Kenwood,Bill Brandt,British,1904.0,1983.0,Male,1934,Photography
8925,Festons und Dekorative Gruppen,Unknown,Nationality Unknown,,,Gender Unknown,1893,Photography
8926,Goat,Tom Knechtel,American,1952.0,,Male,2002,Drawings
8927,With Michael and John in Minnesota,JoAnn Verburg,American,1950.0,,Female,1982,Photography
8928,"House, Pregassona, Switzerland (Plan, preliminary sketch)",Mario Botta,Swiss,1943.0,,Male,1979,Architecture & Design
8929,Middle-class Child,August Sander,German,1876.0,1964.0,Male,1926,Photography
8930,Saint-Cloud,Eugène Atget,French,1857.0,1927.0,Male,1922,Photography
8931,In the Campagna from The Archaics,Grace Hartigan,American,1922.0,2008.0,Female,1900,Prints & Illustrated Books
8932,Plate (folio 13) from Utinoe gnezdyshko... durnykh slov (A Little Duck's Nest... of Bad Words),Olga Rozanova,Russian,1886.0,1918.0,Female,1913,Prints & Illustrated Books
8933,Plate (facing page 128) from LES HOMMES ABANDONNÉES,Maurice de Vlaminck,French,1876.0,1958.0,Male,1927,Prints & Illustrated Books
8934,Aquafix,Robert Rauschenberg,American,1925.0,2008.0,Male,1981,Prints & Illustrated Books
8935,Untitled from Quiet Noise,Dave Muller,American,1964.0,,Male,2011,Prints & Illustrated Books
8936,Cinema Mundial (1957-2007),Carles Asensio Monrabà,Nationality Unknown,,,Male,2007,Film
8937,An Example of Intonation,Aleksandr Sokurov,Russian,1951.0,,Male,1991,Film
8938,(Cemetery house),Luke Swank,American,1890.0,1944.0,Male,1900,Photography
8939,Untitled Film Still #37,Cindy Sherman,American,1954.0,,Female,1979,Photography
8940,"Phare Tower, Paris, France",Thom Mayne,American,1944.0,,Male,1900,Architecture & Design
8941,Interior with Narcissus,Kawanishi Hide,Japanese,,,Male,1947,Prints & Illustrated Books
8942,Plate (facing page 116) from Les Chants de Maldoror,Salvador Dalí,Spanish,1904.0,1989.0,Male,1934,Prints & Illustrated Books
8943,Note III from an untitled series,Cy Twombly,American,1928.0,2011.0,Male,1967,Prints & Illustrated Books
8944,"Philadelphia College of Art, project, Philadelphia, Pennsylvania, Elevation sketch",Louis I. Kahn,American,1901.0,1974.0,Male,1964,Architecture & Design
8945,Mad Eyes,W. Eugene Smith,American,1918.0,1978.0,Male,1958,Photography
8946,Over Easy,Raymond Pettibon,American,1957.0,,Male,2002,Prints & Illustrated Books
8947,Espana I,Robert Motherwell,American,1915.0,1991.0,Male,1977,Prints & Illustrated Books
8948,"Pilate (Pilatus) (headpiece, page 57) from Umbra vitae (Shadow of Life)",Ernst Ludwig Kirchner,German,1880.0,1938.0,Male,1924,Prints & Illustrated Books
8949,Plate (page 113) from MACUNAÍMA,Carybé (Hector Bernabó),Brazilian,1911.0,1997.0,Male,1957,Prints & Illustrated Books
8950,Untitled from The Atelier Project,Mary Frank,American,1933.0,,Female,1986,Prints & Illustrated Books
8951,"Farnsworth House, Plano, Illinois (Floor, terrace and roof framing plans)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1949,Architecture & Design
8952,In-text plate (page 19) from THE TUNNING OF ELYNOUR RUMMYNGE,Leonard Baskin,American,1922.0,2000.0,Male,1900,Prints & Illustrated Books
8953,Casa da Musica Identity,Stefan Sagmeister,American,1962.0,,Male,2007,Architecture & Design
8954,Hollywood in the Rain,Edward Ruscha,American,1937.0,,Male,1969,Prints & Illustrated Books
8955,"Topiary, Mobil Station, Los Angeles",Rachel Harrison,American,1966.0,,Female,2007,Photography
8956,Bourg-La-Reine. Maison Où est Mort Condorcet,Eugène Atget,French,1857.0,1927.0,Male,1901,Photography
8957,Man (Rich Boy?). Costume design for the ballet Filling Station,Paul Cadmus,American,1904.0,1999.0,Male,1937,Drawings
8958,In-text plate (page 123) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON,Raoul Dufy,French,1877.0,1953.0,Male,1900,Prints & Illustrated Books
8959,Untitled,Almir Mavignier,Brazilian,1925.0,,Male,1961,Prints & Illustrated Books
8960,White Fence,Paul Strand,American,1890.0,1976.0,Male,1916,Photography
8961,Headpiece (page 127) from RÉINCARNATIONS DU PÈRE UBU,Georges Rouault,French,1871.0,1958.0,Male,1900,Prints & Illustrated Books
8962,"Imperial Hotel, Tokyo (Section through the cabaret, auditorium, and banquet hall)",Frank Lloyd Wright,American,1867.0,1959.0,Male,1900,Architecture & Design
8963,Saint-Cloud,Eugène Atget,French,1857.0,1927.0,Male,1921,Photography
8964,Untitled from The Test of the Title (Le Test du titre),Pierre Alechinsky,Belgian,1927.0,,Male,1966,Prints & Illustrated Books
8965,Narrative,Peter Halley,American,1953.0,,Male,1992,Prints & Illustrated Books
8966,New York,Ernst Haas,American,1921.0,1986.0,Male,1900,Photography
8967,Untitled from Four Short Stories,Christopher Wool,American,1955.0,,Male,2004,Prints & Illustrated Books
8968,"Canoeists in a Boat Cave, Wisconsin Dells",Henry Hamilton Bennett,American,1843.0,1908.0,Male,1900,Photography
8969,Untitled from Woodcuts,Thomas Schütte,German,1954.0,,Male,2011,Prints & Illustrated Books
8970,Untitled,Jackson Pollock,American,1912.0,1956.0,Male,1950,Drawings
8971,Versailles,Eugène Atget,French,1857.0,1927.0,Male,1900,Photography
8972,"THE DROWNED WOMAN (plate 39, 2nd supplementary suite) from FABLES",Marc Chagall,French,1887.0,1985.0,Male,1900,Prints & Illustrated Books
8973,In-text plate (page 62) from L'ÉVANGILE,Léo Marchutz,French,1903.0,1976.0,Male,1900,Prints & Illustrated Books
8974,New England,Lewis W. Hine,American,1874.0,1940.0,Male,1910,Photography
8975,Plate (folio 15) from LABYRINTY,Jirí Balcar,Czech,1929.0,1968.0,Male,1959,Prints & Illustrated Books
8976,Small Wooden Zitar #3,Joe Jones,American,1934.0,1993.0,Male,1970,Prints & Illustrated Books
8977,Mercury Passing in Front of the Sun,Giacomo Balla,Italian,1871.0,1958.0,Male,1914,Drawings
8978,Pacing Upside Down,Bruce Nauman,American,1941.0,,Male,1969,Media and Performance Art
8979,Tailpiece (page 109) from FLORILÈGE DES AMOURS,Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
8980,"Plate 2 of 11, from the illustrated book, He Disappeared into Complete Silence",Louise Bourgeois,American,1911.0,2010.0,Female,1999,Prints & Illustrated Books
8981,Sicily,Bruce Davidson,American,1933.0,,Male,1961,Photography
8982,Mater Dolorosa from Essai dur l'histoire de la lithographie en France. Les Peintures lithographes de Manet à Matisse. Album de lithographies originales.,Raphael Drouart,French,1884.0,,Male,1924,Prints & Illustrated Books
8983,Quälerei,A.R. Penck (Ralf Winkler),German,1939.0,2017.0,Male,1974,Drawings
8984,Plate II from IMAGES OF ÉLOGES,Helene Fesenmaier,American,1937.0,2013.0,Female,1979,Prints & Illustrated Books
8985,"Large Figure with an Organ Project, Axonometric",Walter Pichler,Austrian,1936.0,2012.0,Male,1977,Architecture & Design
8986,"IIT Metallurgical and Chemical Engineering Building (Perlstein Hall), Chicago, IL (Four exterior elevations)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1944,Architecture & Design
8987,Untitled,José Antonio Suárez Londoño,Colombian,1955.0,,Male,2002,Drawings
8988,"Fifty by Fifty Feet House Project, Floor plan",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
8989,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, Site-plan sketch",Louis I. Kahn,American,1901.0,1974.0,Male,1964,Architecture & Design
8990,"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,American,1947.0,,Female,1984,Drawings
8991,The Ones That Got Away,Hernan Bas,American,1978.0,,Male,2003,Drawings
8992,Tailpiece (page 48) from POÈMES,Charles Despiau,French,1874.0,1946.0,Male,1933,Prints & Illustrated Books
8993,The Cat That Hated People,Tex Avery,American,1908.0,1980.0,Male,1948,Film
8994,Swimmer Lost at Night (For Tom Hess),Jennifer Bartlett,American,1941.0,,Female,1978,Painting & Sculpture
8995,"Jamie Watkins, Perkins",Nicholas Nixon,American,1947.0,,Male,1991,Photography
8996,Untitled,Rudy Burckhardt,American,1914.0,1999.0,Male,1940,Photography
8997,Screen Test: Susan Sontag,Andy Warhol,American,1928.0,1987.0,Male,1964,Film
8998,Clear Vision,Bruce Nauman,American,1941.0,,Male,1973,Prints & Illustrated Books
8999,FONTAINE MAUBUÉE. ANGLE RUE SIMON-LE-FRANC,Eugène Atget,French,1857.0,1927.0,Male,1901,Photography
9000,"Peter Proednic, Perkins",Nicholas Nixon,American,1947.0,,Male,1992,Photography
9001,BOUQUET (B),Rikio Takahashi,Japanese,1917.0,1999.0,Male,1961,Prints & Illustrated Books
9002,Tailpiece (folio 70) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT,André Derain,French,1880.0,1954.0,Male,1900,Prints & Illustrated Books
9003,"Duplicate of in-text plate and initial M from page 205 (supplementary suite, plate 70) from LA BELLE ENFANT",Raoul Dufy,French,1877.0,1953.0,Male,1930,Prints & Illustrated Books
9004,PORTRAIT OF TOULOUSE-LAUTREC,Charles Maurin,French,1856.0,1914.0,Male,1890,Prints & Illustrated Books
9005,Plate 3 (folio 16) from Declaracion universal de derechos humanos,Roberto Matta,Chilean,1911.0,2002.0,Male,1984,Prints & Illustrated Books
9006,Cross Painting,Arnulf Rainer,Austrian,1929.0,,Male,1900,Painting & Sculpture
9007,"Variant of double page plate from pages 42 and 43 (supplementary suite, plate 5) from ÉQUATION",Antoni Tàpies,Spanish,1923.0,2012.0,Male,1987,Prints & Illustrated Books
9008,1/2,Milan Knížák,Czech,1940.0,,Male,1900,Prints & Illustrated Books
9009,"SILENUS (headpiece, page 54) from THE ECLOGUES",Aristide Maillol,French,1861.0,1944.0,Male,1900,Prints & Illustrated Books
9010,Untitled from Flowers (Hand-Colored),Andy Warhol,American,1928.0,1987.0,Male,1974,Prints & Illustrated Books
9011,"Arches, North Court, Mission San Xavier Del Bac, Tucson, Arizona",Ansel Adams,American,1902.0,1984.0,Male,1968,Photography
9012,WINTER IN COYTESVILLE,"George Overbury (""Pop"") Hart",American,1868.0,1933.0,Male,1923,Prints & Illustrated Books
9013,Untitled from Scribbles printed in four directions using four colors,Sol LeWitt,American,1928.0,2007.0,Male,1971,Prints & Illustrated Books
9014,"Untitled (4), state II of III",Jackson Pollock,American,1912.0,1956.0,Male,1900,Prints & Illustrated Books
9015,Aquella beata tenía (That pious person had),León Ferrari,Argentine,1920.0,2013.0,Male,1964,Drawings
9016,Between the Scenes,Allen Ruppersberg,American,1944.0,,Male,1973,Photography
9017,"Wolf House, Gubin, Poland (Section and plan: wall vitrine)",Ludwig Mies van der Rohe,American,1886.0,1969.0,Male,1900,Architecture & Design
9018,Max Weber,Gertrude LeRoy Brown,American,1870.0,1934.0,Female,1900,Photography
9019,Maurice Chavalier,Edward Steichen,American,1879.0,1973.0,Male,1929,Photography
9020,LACHAND,Charles Reutlinger,French,1816.0,1880.0,Male,1900,Photography
9021,Dilapidated Wall (Mur délabré) from the portfolio The Taker of Imprints (Le Preneur d'empreintes) from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901.0,1985.0,Male,1958,Prints & Illustrated Books
9022,A Trip to Zuñi: Zuñi Pueblo,Ben Wittick,American,1845.0,1903.0,Male,1900,Photography
9023,"Ruins of the Convent of Las Monjas, Panama",Eadweard J. Muybridge,American,1830.0,1904.0,Male,1875,Photography
9024,Plate (page 40) from POÈMES,Henri Matisse,French,1869.0,1954.0,Male,1900,Prints & Illustrated Books
9025,Newfoundland Drawing,Ree Morton,American,1936.0,1977.0,Female,1973,Drawings
9026,Plate (folio 28) from EL PA A LA BARCA,Antoni Tàpies,Spanish,1923.0,2012.0,Male,1963,Prints & Illustrated Books
